,,,,30-Nov-15,,01-Dec-15,,02-Dec-15,,03-Dec-15,,05-Dec-15,,07-Dec-15,,08-Dec-15,,09-Dec-15,,10-Dec-15,,12-Dec-15,,14-Dec-15,,15-Dec-15,,16-Dec-15,,17-Dec-15,,19-Dec-15,,21-Dec-15,,22-Dec-15,,23-Dec-15,,26-Dec-15,,29-Dec-15,,30-Dec-15,,02-Jan-16,,04-Jan-16,,05-Jan-16,,06-Jan-16,,07-Jan-16,,09-Jan-16,,11-Jan-16,,12-Jan-16,,13-Jan-16,,14-Jan-16,,16-Jan-16,,18-Jan-16,,19-Jan-16,,20-Jan-16,,21-Jan-16,,23-Jan-16,,25-Jan-16,,26-Jan-16,,27-Jan-16,,28-Jan-16,,30-Jan-16,,01-Feb-16,,02-Feb-16,,03-Feb-16,,04-Feb-16,,06-Feb-16,,08-Feb-16,,09-Feb-16,,10-Feb-16,,11-Feb-16,,13-Feb-16,,15-Feb-16,,16-Feb-16,,17-Feb-16,,18-Feb-16,,20-Feb-16,,22-Feb-16,,23-Feb-16,,24-Feb-16,,25-Feb-16,,27-Feb-16,
Surrey And Sussex Area Team,,RDU,Frimley Health NHS Foundation Trust,24,23,24,21,24,22,24,23,24,22,24,20,24,19,24,22,24,22,24,23,24,21,24,22,24,23,24,22,24,22,24,23,24,24,24,21,24,22,24,22,24,21,24,24,24,24,24,23,24,24,24,24,24,21,24,24,24,20,24,22,24,22,24,20,24,20,24,19,24,21,24,21,24,22,24,22,24,23,24,23,24,24,24,23,24,20,24,21,24,23,24,20,24,22,24,21,24,20,24,23,24,22,24,22,24,22,24,23,24,13,24,15,24,21,24,18,24,20,24,22,24,22,24,23
Surrey And Sussex Area Team,,RPC,Queen Victoria Hospital NHS Foundation Trust,3,0,3,0,3,0,3,1,3,1,3,1,3,1,3,2,3,1,3,2,3,1,3,0,3,0,3,1,3,2,3,3,3,1,3,3,3,1,3,1,3,0,3,1,3,2,3,1,3,2,3,2,3,1,3,0,3,0,3,1,3,2,3,1,3,1,3,1,3,3,3,3,3,1,3,2,3,1,3,1,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,4,4,4,4,4,4,4,4,5,5,5,5,3,3,3,3,3,3,3,3,3,2,3,2
Surrey And Sussex Area Team,,RTK,Ashford And St Peter's Hospitals NHS Foundation Trust,13,13,13,13,13,13,13,12,13,12,13,13,13,11,13,12,13,12,13,12,13,13,13,13,13,13,13,12,9,8,9,8,9,8,9,8,9,9,9,9,9,9,9,9,13,12,13,13,9,8,13,13,13,12,13,12,13,13,13,12,13,10,13,11,13,11,13,13,13,12,13,13,13,13,13,12,13,13,13,13,13,12,13,12,13,13,13,13,13,13,13,12,13,13,13,13,13,13,13,13,13,13,13,9,13,12,13,12,13,12,13,13,13,11,13,12,13,12,13,12,13,12,13,13
Surrey And Sussex Area Team,,RTP,Surrey And Sussex Healthcare NHS Trust,16,15,16,15,16,15,16,16,16,15,16,15,16,14,16,16,16,13,16,14,16,16,16,15,16,14,16,15,16,16,16,15,16,16,16,14,16,12,16,12,16,14,16,13,16,12,16,15,16,14,16,16,16,13,16,15,16,15,16,15,16,13,16,14,16,16,16,14,16,15,16,15,16,16,16,14,16,15,16,16,16,16,16,16,16,14,16,15,16,15,16,16,16,13,16,16,16,16,16,16,16,16,16,15,16,16,16,16,16,16,-,-,16,16,16,16,16,16,16,14,16,16,16,14
Surrey And Sussex Area Team,,RXC,East Sussex Healthcare NHS Trust,19,17,19,16,19,16,19,16,19,14,19,12,19,14,19,15,19,17,19,18,19,14,19,16,19,18,19,17,19,15,19,15,19,15,19,14,19,18,19,19,19,17,19,18,19,19,19,17,19,16,19,17,19,17,19,18,19,18,19,16,19,15,19,18,19,17,19,18,19,19,19,17,19,19,19,16,19,17,19,17,19,16,19,17,19,17,19,16,19,17,19,16,19,16,19,17,19,17,19,17,19,17,19,19,19,19,19,19,19,16,19,18,19,17,19,16,19,18,19,18,19,18,19,15
Surrey And Sussex Area Team,,RXH,Brighton And Sussex University Hospitals NHS Trust,51,43,51,42,51,48,51,47,51,45,51,43,51,43,51,38,51,42,51,39,51,40,51,40,51,46,51,41,53,42,51,38,51,41,51,36,51,36,51,40,51,39,51,40,51,37,51,38,51,40,51,40,51,41,51,41,51,41,51,44,51,43,51,38,51,44,51,40,51,47,51,46,51,42,51,44,51,48,51,49,51,44,51,42,51,42,51,41,51,45,51,45,51,48,51,46,51,41,51,41,51,42,51,43,51,42,51,47,51,46,51,42,51,44,51,44,51,42,51,42,51,40,51,40
Surrey And Sussex Area Team,,RYR,Western Sussex Hospitals NHS Foundation Trust,22,16,22,14,22,15,22,18,21,18,21,17,21,18,22,21,22,19,21,20,21,18,21,17,22,20,21,20,21,19,21,10,21,19,23,19,21,18,21,19,21,18,22,17,22,17,22,20,22,20,22,19,22,18,21,18,21,17,21,17,21,17,21,19,21,19,21,17,21,19,21,18,21,19,22,19,22,18,21,18,22,17,22,19,22,20,22,20,20,20,19,19,21,18,20,19,20,20,20,19,21,19,21,19,21,18,22,18,22,17,22,20,21,16,22,18,20,20,21,20,21,18,20,17
Thames Valley Area Team,,RHW,Royal Berkshire NHS Foundation Trust,13,11,12,11,13,13,13,13,13,12,12,12,12,12,13,12,13,11,13,11,13,11,13,11,13,12,13,12,13,12,13,10,11,10,13,8,13,12,13,13,13,13,13,12,13,12,13,12,12,12,12,11,13,12,14,13,13,11,12,11,11,10,9,6,10,9,12,10,12,10,13,9,15,13,11,11,11,10,12,11,12,10,12,11,12,11,13,13,12,11,12,11,14,12,12,10,14,10,12,12,12,12,-,-,-,-,-,-,-,-,-,-,-,-,13,12,13,12,12,11,12,12,14,13
Thames Valley Area Team,,RTH,Oxford University Hospitals NHS Trust,54,48,54,42,54,46,44,30,54,48,54,49,-,-,54,50,54,54,54,44,54,43,54,46,54,46,54,46,54,46,54,38,54,43,54,40,54,40,54,44,54,38,14,10,54,43,54,53,54,53,54,50,54,47,54,50,54,46,54,49,54,44,54,44,54,49,54,50,54,49,54,50,54,51,54,53,54,46,54,46,54,45,54,49,54,51,54,45,54,42,54,41,54,38,54,45,54,46,54,47,54,48,54,44,54,50,54,50,54,53,54,46,54,48,54,49,54,44,54,48,54,51,54,45
Thames Valley Area Team,,RXQ,Buckinghamshire Healthcare NHS Trust,20,17,20,15,20,16,20,13,20,17,20,19,20,16,20,14,20,16,20,17,20,15,20,15,20,15,20,17,20,16,20,17,20,17,20,16,20,17,20,14,20,15,20,15,20,13,20,15,20,17,20,18,20,16,20,18,20,19,20,16,20,16,20,14,20,18,20,19,20,15,20,13,20,14,20,14,20,14,20,14,20,15,20,14,20,16,20,15,20,15,20,15,20,13,20,15,20,17,20,17,20,16,20,15,20,14,20,16,20,15,20,16,20,14,20,16,20,13,20,16,20,17,20,15
Wessex Area Team,,R1F,Isle Of Wight NHS Trust,6,6,6,5,6,6,6,6,6,5,6,4,6,4,7,7,7,7,6,6,6,5,6,6,6,5,6,6,7,7,7,7,6,6,6,5,-,-,6,6,6,6,6,5,6,5,6,5,6,4,6,4,6,6,6,5,7,7,8,8,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,5,6,6,6,6,6,5,6,5,6,5,6,4,6,5,6,5,6,6,6,6,6,5,6,5,6,6,6,5,6,6,6,5,6,5,6,3,6,4,6,5,7,7,6,5,6,6
Wessex Area Team,,RBD,Dorset County Hospital NHS Foundation Trust,8,7,8,7,8,8,8,8,8,7,8,6,8,6,8,5,8,6,8,7,8,8,8,7,8,7,8,6,8,7,8,6,8,6,8,7,8,6,8,7,8,8,8,7,8,8,8,8,8,6,8,6,8,5,8,5,8,8,8,8,8,8,8,7,8,7,8,8,8,8,10,7,9,8,9,8,9,7,8,8,9,8,9,8,9,8,8,7,8,7,9,7,8,5,8,8,8,7,9,9,9,9,9,8,8,5,8,4,8,6,8,6,8,5,8,5,8,8,8,7,9,8,8,7
Wessex Area Team,,RD3,Poole Hospital NHS Foundation Trust,12,11,12,11,11,11,11,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,8,11,11,11,10,11,9,11,9,11,11,11,10,11,10,11,11,11,11,11,11,11,11,11,10,11,11,11,11,11,11,11,11,11,11,11,11,11,9,11,10,11,9,11,11,11,11,11,11,11,11,11,10,11,9,11,11,11,11,11,10,11,10,11,9,11,8,11,8,11,10,11,11,11,9,11,8,11,8,11,9,11,10,11,11,11,11,11,10,11,11,11,11,12,12
Wessex Area Team,,RDZ,The Royal Bournemouth And Christchurch Hospitals NHS Foundation Trust,12,10,12,8,12,10,12,9,12,6,12,7,12,8,12,6,12,10,12,8,12,8,12,12,12,9,12,9,12,7,12,7,12,7,12,6,12,6,12,6,12,10,12,9,12,10,12,9,12,9,-,-,12,10,12,9,12,10,12,11,12,10,12,10,12,10,12,10,12,11,12,11,12,10,12,8,12,11,12,11,12,11,12,8,12,11,12,9,12,8,12,10,12,7,12,7,12,5,12,8,12,10,12,6,12,7,12,9,12,10,12,9,12,9,12,11,12,8,12,10,12,10,12,9
Wessex Area Team,,RHM,University Hospital Southampton NHS Foundation Trust,53,50,57,52,56,54,63,52,59,44,53,48,53,47,57,53,57,55,57,46,62,51,57,54,61,53,64,52,52,45,55,46,55,48,55,49,51,34,52,43,52,50,42,34,52,48,53,50,64,52,62,53,58,48,59,51,56,49,59,51,62,52,62,55,54,41,61,54,61,60,61,61,55,53,59,55,64,55,65,55,61,52,58,49,60,51,63,56,63,55,56,52,52,48,53,52,53,49,56,51,55,50,49,41,52,46,51,45,51,45,55,50,52,49,57,51,57,55,56,52,56,53,50,47
Wessex Area Team,,RHU,Portsmouth Hospitals NHS Trust,19,16,19,14,19,15,19,15,19,13,19,15,19,14,19,11,19,11,19,14,19,18,19,16,19,15,19,14,19,11,19,13,19,13,19,12,19,13,19,15,19,13,19,17,19,14,19,14,19,16,19,15,19,16,19,16,19,16,19,15,19,14,19,14,19,17,19,16,19,18,19,16,19,14,19,15,19,16,19,15,19,15,19,17,19,17,19,18,19,18,19,18,19,19,19,17,19,18,19,16,19,19,19,17,19,16,19,17,19,16,19,13,19,12,19,14,19,15,19,14,19,17,19,15
Wessex Area Team,,RN5,Hampshire Hospitals NHS Foundation Trust,21,19,21,21,21,19,21,19,21,19,21,19,21,20,21,20,21,21,21,19,21,18,21,19,21,18,21,18,21,20,21,20,21,19,21,20,21,20,21,17,21,19,21,19,21,20,21,21,21,19,21,19,21,20,21,19,21,18,21,19,21,20,21,18,21,19,21,18,21,16,21,17,21,17,21,21,21,20,21,18,21,20,21,17,21,18,21,19,21,17,21,20,21,19,21,20,21,19,21,20,21,19,21,18,21,18,21,20,21,18,21,0,21,20,21,19,21,19,21,19,21,20,21,19
West Yorkshire Area Team,,RAE,Bradford Teaching Hospitals NHS Foundation Trust,16,15,16,14,16,13,16,12,16,9,16,12,16,13,16,13,16,15,16,14,16,15,16,13,16,14,16,7,16,13,16,14,16,13,16,16,16,10,16,9,16,11,16,15,16,15,16,15,16,14,16,16,16,16,16,16,16,16,16,16,16,16,16,15,16,15,16,14,16,16,16,16,16,16,16,16,16,16,16,13,16,10,16,14,16,9,16,6,16,8,16,16,16,16,16,16,16,16,16,16,16,16,16,14,16,16,16,16,16,14,16,10,16,16,16,16,16,15,16,16,16,16,16,16
West Yorkshire Area Team,,RCF,Airedale NHS Foundation Trust,7,7,7,7,7,6,7,6,-,-,7,6,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,-,-,7,5,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,4,7,6,7,6,7,7,7,1,7,6,7,6,7,7,7,7,7,7,7,7,7,6,7,6,7,7,7,7,7,7,7,7,7,6,7,5,7,4,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7
West Yorkshire Area Team,,RR8,Leeds Teaching Hospitals NHS Trust,94,67,94,69,94,69,94,70,85,55,94,65,94,76,94,65,94,67,85,60,94,65,94,72,94,71,94,72,85,65,94,64,94,66,94,70,94,65,94,68,94,77,85,71,94,72,94,82,94,77,94,79,85,72,94,70,94,68,94,74,94,73,85,69,94,72,94,76,94,73,94,76,85,60,94,68,94,71,94,72,94,64,85,58,94,58,94,67,94,66,94,64,85,64,94,69,94,70,94,71,94,76,85,69,94,67,94,74,94,68,94,71,85,62,94,65,94,72,94,73,94,67,85,58
West Yorkshire Area Team,,RWY,Calderdale And Huddersfield NHS Foundation Trust,13,11,13,11,13,10,13,10,13,10,13,7,13,8,13,8,13,9,13,11,13,10,13,9,13,12,13,10,13,11,13,11,13,10,13,11,13,9,13,11,13,9,13,12,13,12,13,11,13,10,13,10,13,11,13,11,13,12,13,12,13,12,13,10,13,12,13,13,13,13,13,11,13,12,-,-,13,13,13,9,13,11,13,12,13,13,13,12,13,13,13,11,13,12,13,12,13,10,13,13,13,11,13,10,13,11,13,10,13,9,13,12,13,11,13,11,13,8,13,10,13,10,13,9
West Yorkshire Area Team,,RXF,Mid Yorkshire Hospitals NHS Trust,25,23,25,19,25,17,25,20,25,17,25,21,25,19,25,21,25,18,25,18,25,24,25,22,25,22,25,20,25,21,25,20,25,20,25,18,25,23,25,24,25,20,25,23,25,23,25,21,25,18,25,15,25,19,25,17,25,18,25,22,25,19,25,19,25,18,25,20,25,21,25,19,25,21,25,20,25,20,25,20,25,18,25,23,25,23,25,22,25,24,25,22,25,20,25,18,25,19,25,18,25,18,25,20,25,22,25,20,25,19,25,20,25,17,25,14,25,20,25,18,25,20,25,18
